ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
2324284,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-130_08102018203606_9065404
2324285,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-130A_08102018203608_0254667
2324286,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-130A_08102018203610_9076595
2324287,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-130,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-130_08102018203612_6362162
2324288,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-130A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,130,0.97,1050,,,,04/05/2018,04/23/2024,"United States, Canada",ES_1045829_GHE100SS-130A_08102018203615_1803784
2324289,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-200_08102018211612_2648183
2324290,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-250,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-250_08102018212026_7057661
2324291,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-250,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-250_08102018212150_1638602
2324292,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,160,0.97,1080,,,,03/09/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-160_08102018212531_8693020
2324293,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SU-300_08102018212739_4731386
2324294,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SU-300A_08102018212742_7316088
2324295,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SS-300_08102018212744_7392535
2324296,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SS-300A_08102018212747_0741388
2324297,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SU-300A_08102018212749_2246295
2324298,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SS-300_08102018212752_7895659
2324299,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SS-300A_08102018212754_8005126
2324300,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SU-300A_08102018212757_4701267
2324301,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SS-300_08102018212759_3174531
2324302,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SS-300A_08102018212802_5235845
2324303,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SU-300_08102018213623_6234656
2324436,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SU-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-160A_08172018190818_5579673
2324437,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-160_08172018190824_3822813
2324438,Rheem-Ruud Manufacturing,Rheem,Triton,GHE80SS-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-160A_08172018190827_2143183
2324439,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SU-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-160A_08172018190830_1335605
2324440,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-160_08172018190833_3559669
2324441,Rheem-Ruud Manufacturing,Ruud,Triton,GHE80SS-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-160A_08172018190836_9579526
2324442,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SU-160A_08172018190838_4802214
2324443,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-160,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-160_08172018190841_1170737
2324444,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SS-160A,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,160,0.97,980,,,,04/05/2018,04/17/2024,"United States, Canada",ES_1045829_GHE80SS-160A_08172018190844_5870036
2326634,"King Heating Products, Inc.",King Heating Products Inc.,Ecoking Ultimate Volume Water Heater,EK 299-DHW,,,Gas Tankless,Gas,,0,,,,,,277394,295100,0.94,,,,,05/01/2018,06/14/2018,Canada,ES_1125479_EK 299-DHW_06152018163834_0714234
2326635,"King Heating Products, Inc.",King Heating Products Inc.,Ecoking Ultimate Volume Water Heater,EK 399-DHW,,,Gas Tankless,Gas,,0,,,,,,372428,396200,0.94,,,,,05/01/2018,06/14/2018,Canada,ES_1125479_EK 399-DHW_06152018170239_2159081
2326636,"King Heating Products, Inc.",King Heating Products Inc.,Ecoking Ultimate Volume Water Heater,EK 499-DHW,,,Gas Tankless,Gas,,0,,,,,,445560,474000,0.94,,,,,05/01/2018,06/14/2018,Canada,ES_1125479_EK 499-DHW_06152018170218_2138744
2327472,NY Thermal Inc.,Trinity,Trinity,LX400WH,,,Gas Tankless,"Gas,Propane",Direct Vent,2,,,,4,,,399,0.96,,,,,11/06/2014,11/09/2021,"United States, Canada",ES_1016238_LX400WH_10122018154036_5022909
2327473,NY Thermal Inc.,Trinity,Trinity,LX500WH,,,Gas Tankless,"Gas,Propane",Direct Vent,3,,,,4,,,500,0.96,,,,,11/06/2014,11/09/2021,"United States, Canada",ES_1016238_LX500WH_10122018154038_9559458
2327474,NY Thermal Inc.,Trinity,Trinity,LX700WH,,,Gas Tankless,Gas,Direct Vent,5,,,,6,,672,700,0.96,,,,,11/06/2014,11/09/2021,"United States, Canada",ES_1016238_LX700WH_10122018154041_1272109
2327475,NY Thermal Inc.,Trinity,Trinity,LX800WH,,,Gas Tankless,Gas,Direct Vent,5,,,,6,,768,800,0.96,,,,,11/06/2014,11/09/2021,"United States, Canada",ES_1016238_LX800WH_10122018154043_0476504
2327476,NY Thermal Inc.,Trinity,Trinity,LX300WH,,,Gas Tankless,"Gas,Propane",Direct Vent,2,,,,4,,,275,0.96,,,,,11/06/2014,11/09/2021,"United States, Canada",ES_1016238_LX300WH_10122018154154_5829885
2327536,Bradford White Corporation,Bradford White,EF60T125E*N*2,EF60T125E*N*2,,,Gas Storage,Gas,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,11/09/2021,"United States, Canada",ES_92896_EF60T125E*N*2_10122018165423_8283867
2327540,Ariston USA LLC,HTP,Phoenix,PH199-80,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,72,7.5,23,3,,,199,0.95,495,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH199-80_10122018165748_2686211
2327541,Ariston USA LLC,HTP,Phoenix Multi-Fit,PHM199-80,,,Gas Storage,"Gas,Propane",Direct Vent,80,55,18.2,27,3,,,199,0.96,426,,,,12/10/2014,11/09/2021,"United States, Canada",ES_29975_PHM199-80_10122018165751_4922248
2327554,Ariston USA LLC,HTP,Phoenix,PH130-80,,,Gas Storage,"Gas,Propane",Direct Vent,80,72,7.5,23,2,,,130,0.95,498,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH130-80_10122018165943_4131059
2327555,Ariston USA LLC,HTP,Phoenix Multi-Fit,PHM130-80,,,Gas Storage,"Gas,Propane",Direct Vent,80,55,18.2,27,2,,,130,0.96,395,,,,12/10/2014,11/09/2021,"United States, Canada",ES_29975_PHM130-80_10122018165945_4763914
2327567,Ariston USA LLC,HTP,Phoenix,PH160-80,,,Gas Storage,"Gas,Propane",Direct Vent,80,72,7.5,23,3,,,160,0.96,472,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH160-80_10122018170156_0497043
2327569,Ariston USA LLC,HTP,Phoenix,PH130-119,,,Gas Storage,"Gas,Propane",Direct Vent,119,74,9.3,27,2,,,130,0.96,697,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH130-119_10122018170326_6660119
2327784,Ariston USA LLC,HTP,Phoenix Multi-Fit,PHM199-100,,,Gas Storage,"Gas,Propane",Direct Vent,100,63,18.2,27,3,,,199,0.95,445,,,,12/10/2014,11/09/2021,"United States, Canada",ES_29975_PHM199-100_10122018182709_2253476
2327786,NY Thermal Inc.,Trinity,Trinity,LX600WH,,,Gas Tankless,Gas,Direct Vent,4,,,,4,,576,600,0.96,,,,,11/06/2014,11/09/2021,"United States, Canada",ES_1016238_LX600WH_10122018182832_3661070
2327787,Noritz America Corporation,Noritz,NCC300DV,NCC300DV (GQ-C5032WZ-FF US),,,Gas Tankless,"Gas,Propane",Power Direct Vent,0,,,,4,4,,300,0.97,,,,,01/01/2018,11/09/2021,"United States, Canada",ES_1070591_NCC300DV (GQ-C5032WZ-FF US)_10122018182926_2425661
2327789,Ariston USA LLC,HTP,Phoenix,PH199-55,,,Gas Storage,"Gas,Propane",Power Direct Vent,55,52,5.2,23,3,,,199,0.95,409,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH199-55_10122018183155_6667190
2327791,Ariston USA LLC,HTP,Phoenix,PH130-55,,,Gas Storage,"Gas,Propane",Direct Vent,55,52,5.2,23,2,,,130,0.94,596,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH130-55_10122018183310_7986363
2327841,Ariston USA LLC,HTP,Phoenix Multi-Fit,PHM130-100,,,Gas Storage,"Gas,Propane",Direct Vent,100,63,18.2,27,2,,,130,0.96,422,,,,12/10/2014,11/09/2021,"United States, Canada",ES_29975_PHM130-100_10122018183717_0987646
2327843,Noritz America Corporation,Noritz,NCC300OD,NCC300OD (GQ-C5032WZ US),,,Gas Tankless,"Gas,Propane",Power Direct Vent,0,,,,2,,,300,0.97,,,,,01/01/2018,11/09/2021,"United States, Canada",ES_1070591_NCC300OD (GQ-C5032WZ US)_10122018184152_6523247
2327844,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH1250(N,L)",,,Gas Tankless,"Gas,Propane",Direct Vent,12,,,,8,6,,1250,0.98,,,,,02/19/2018,11/09/2021,"United States, Canada","ES_1028919_AWH1250(N,L)_10122018184255_2170675"
2327845,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH1500(N,L)",,,Gas Tankless,"Gas,Propane",Direct Vent,14,,,,8,6,,1500,0.98,,,,,02/19/2018,11/09/2021,"United States, Canada","ES_1028919_AWH1500(N,L)_10122018184257_3152194"
2327846,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH2000(N,L)",,,Gas Tankless,"Gas,Propane",Direct Vent,18,,,,8,,,1999,0.98,,,,,02/19/2018,11/09/2021,"United States, Canada","ES_1028919_AWH2000(N,L)_10122018184300_3228641"
2327847,Ariston USA LLC,HTP,Phoenix,PH199-119,,,Gas Storage,"Gas,Propane",Power Direct Vent,119,74,9.3,27,3,,,199,0.96,719,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH199-119_10122018184300_3054700
2327848,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH3000(N,L)",,,Gas Tankless,"Gas,Propane",Direct Vent,29,,,,10,,,3000,0.98,,,,,02/19/2018,11/09/2021,"United States, Canada","ES_1028919_AWH3000(N,L)_10122018184302_8005953"
2327850,"Lochinvar, LLC",Lochinvar,ARMOR CONDENSING,"AWH4000(N,L)",,,Gas Tankless,"Gas,Propane",Direct Vent,46,,,,12,,,4000,0.98,,,,,02/19/2018,11/09/2021,"United States, Canada","ES_1028919_AWH4000(N,L)_10122018184306_4287390"
2327851,Ariston USA LLC,HTP,Phoenix,PH160-119,,,Gas Storage,"Gas,Propane",Power Direct Vent,119,74,9.3,27,3,,,160,0.96,621,,,,03/25/2011,11/09/2021,"United States, Canada",ES_29975_PH160-119_10122018184439_1989177
2327854,Ariston USA LLC,HTP,Phoenix,PH160-55,,,Gas Storage,"Gas,Propane",Power Direct Vent,55,52,5.2,23,3,,,160,0.95,596,,,,08/20/2007,11/09/2021,"United States, Canada",ES_29975_PH160-55_10122018184534_0895471
2328130,Rheem-Ruud Manufacturing,Richmond,Triton,GHE80SU-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,80,51,64,23.9,3,,,300,0.95,1105,,,,04/05/2018,04/18/2024,"United States, Canada",ES_1045829_GHE80SU-300_10192018200409_4207838
2328279,"Lochinvar, LLC",A. O. Smith,XP Plus,"PWH1250(N,L)(P)(-CAN)",,,Gas Tankless,"Gas,Propane",Direct Vent,12,,,,8,6,,1250,0.98,,,,,08/22/2018,02/20/2024,"United States, Canada","ES_1028919_PWH1250(N,L)(P)(-CAN)_10242018153851_8665676"
2328280,"Lochinvar, LLC",A. O. Smith,XP Plus,"PWH1500(N,L)(P)(-CAN)",,,Gas Tankless,"Gas,Propane",Direct Vent,14,,,,8,6,,1500,0.98,,,,,08/22/2018,02/20/2024,"United States, Canada","ES_1028919_PWH1500(N,L)(P)(-CAN)_10242018153856_9549702"
2323940,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-300_08032018141240_9457038
2324178,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-200_08102018184717_3727820
2324179,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-200A_08102018184720_1666506
2324180,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-200_08102018184722_4065294
2324181,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-200A_08102018184725_8100284
2324182,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-200A_08102018184727_6562358
2324183,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-200_08102018184729_1992789
2324184,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-200A_08102018184731_1883322
2324185,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-200A_08102018184734_2645907
2324186,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-200_08102018184736_5044695
2324187,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-200A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-200A_08102018184738_7999890
2324188,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-300_08102018190323_2533798
2324189,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-300A_08102018190328_6689446
2324190,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-300_08102018190330_6798913
2324191,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-300A_08102018190333_7988175
2324192,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-300A_08102018190335_3986204
2324193,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-300_08102018190337_0158957
2324194,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-300A_08102018190339_1140476
2324195,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-300A_08102018190342_4281585
2324196,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-300_08102018190344_1882797
2324197,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-300A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-300A_08102018190347_1087192
2324198,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-200,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,200,0.97,1100,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-200_08102018191538_8626107
2324199,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-250,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-250_08102018191837_8858710
2324200,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-250A_08102018191839_4856739
2324201,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-250,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-250_08102018191842_4409799
2324202,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-250A_08102018191844_9187111
2324203,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-250A_08102018191846_7660375
2324204,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-250,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-250_08102018191849_6341383
2324205,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SS-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-250A_08102018191851_8402697
2324206,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-250A_08102018191854_8163499
2324207,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-250,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-250_08102018191856_7160151
2324208,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SS-250A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,250,0.96,1155,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-250A_08102018191858_7269618
2324209,Rheem-Ruud Manufacturing,Richmond,Triton,GHE100SU-300,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,300,0.96,1210,,,,03/20/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-300_08102018192101_8802888
2324220,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-400,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-400_08102018192522_3714708
2324221,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SU-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-400A_08102018192524_6855817
2324222,Rheem-Ruud Manufacturing,Rheem,Triton,GHE100SS-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SS-400A_08102018192526_1948775
2324223,Rheem-Ruud Manufacturing,Ruud,Triton,GHE100SU-400A,,,Gas Storage,"Gas,Propane",Power Direct Vent,100,61,73,23.9,3,,,399.9,0.95,1310,,,,03/21/2018,04/17/2024,"United States, Canada",ES_1045829_GHE100SU-400A_08102018192529_3486701
