ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
2400011,"Lochinvar, LLC",A. O. Smith,XP Plus,PWH0400NP*,,,Gas Tankless,"Gas,Propane",Direct Vent,4,,,,4,,,399,0.99,,,,,04/28/2022,08/12/2022,"United States, Canada",ES_1028919_PWH0400NP*_04282022170346_1885037
2400012,"Lochinvar, LLC",A. O. Smith,XP,XWH-201L*,,,Gas Tankless,Propane,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_XWH-201L*_12012021093920_625593
2400013,"Lochinvar, LLC",A. O. Smith,XP,XWH-201N*,,,Gas Tankless,Gas,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_XWH-201N*_12012021093920_8299194
2400014,"Lochinvar, LLC",Lochinvar,Outdoor Armor,OAL201*,,,Gas Tankless,Gas,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_OAL201*_12012021093919_9719025
2400015,"Lochinvar, LLC",Lochinvar,Outdoor Armor,OAN201*,,,Gas Tankless,Gas,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_OAN201*_12012021093919_2551113
2400016,"Lochinvar, LLC",Lochinvar,ARMOR,AWL201*,,,Gas Tankless,Gas,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_AWL201*_12012021093919_3125550
2400017,"Lochinvar, LLC",Lochinvar,ARMOR WALL MOUNT,WAL201*,,,Gas Tankless,Propane,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_WAL201*_12012021093918_2648200
2400018,"Lochinvar, LLC",Lochinvar,ARMOR,AWN201*,,,Gas Tankless,Gas,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_AWN201*_12012021093020_2351590
2400019,"Lochinvar, LLC",Lochinvar,ARMOR WALL MOUNT,WAN201*,,,Gas Tankless,Gas,Direct Vent,1,,,,3,,192.96,201,0.96,,,,,01/01/2022,08/12/2022,"United States, Canada",ES_1028919_WAN201*_12012021093019_627638
2400020,"Lochinvar, LLC",Lochinvar,Outdoor Armor,OAN286*,,,Gas Tankless,Gas,Direct Vent,2,,,,4,,273.6,285,0.96,,,,,10/24/2012,08/12/2022,"United States, Canada",ES_1028919_OAN286*_10052021140317_981567
2400021,"Lochinvar, LLC",Lochinvar,ARMOR,AWN286*,,,Gas Tankless,Gas,Direct Vent,2,,,,4,,273.6,285,0.96,,,,,10/24/2012,08/12/2022,"United States, Canada",ES_1028919_AWN286*_10052021140317_5297135
2400022,"Lochinvar, LLC",Lochinvar,Outdoor Armor,OAL286*,,,Gas Tankless,Propane,Direct Vent,2,,,,4,,273.6,285,0.96,,,,,10/24/2012,08/12/2022,"United States, Canada",ES_1028919_OAL286*_09282021141322_5338241
2400034,"Lochinvar, LLC",A. O. Smith,XP,XWH-285N*,,,Gas Tankless,Gas,Direct Vent,2,,,,4,,273.6,285,0.96,,,,,10/24/2012,08/12/2022,"United States, Canada",ES_1028919_XWH-285N*_09282021125318_7752273
2400731,"Rheem Sales Company, Inc.",Ruud,Ruud,GHE119S*-500(A),,,Gas Storage-type Instantaneous,"Gas,Propane",Power Direct Vent,119,,,,4,,,499.9,0.95,1180,,,,08/15/2022,04/23/2024,"United States, Canada",ES_1071043_GHE119S*-500(A)_06302022100616_8208836
2400732,"Rheem Sales Company, Inc.",Richmond,Richmond,GHE119S*-500(A),,,Gas Storage-type Instantaneous,"Gas,Propane",Power Direct Vent,119,,,,4,,,499.9,0.95,1180,,,,08/15/2022,04/23/2024,"United States, Canada",ES_1071043_GHE119S*-500(A)_06302022095216_568492
2400733,"Rheem Sales Company, Inc.",Rheem,Rheem,GHE119S*-500(A),,,Gas Storage-type Instantaneous,"Gas,Propane",Power Direct Vent,119,,,,4,,,499.9,0.95,1180,,,,08/05/2022,04/23/2024,"United States, Canada",ES_1071043_GHE119S*-500(A)_06212022175138_1583158
2405500,Bradford White Corporation,BOCK,60HEC-125-NA-****,60HEC-125-NA-****,,,Gas Storage,Gas,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,11/14/2023,"United States, Canada",ES_92896_60HEC-125-NA-****_11042022113826_5016714
2405501,Bradford White Corporation,BOCK,60HEC-125-XA-****,60HEC-125-XA-****,,,Gas Storage,Propane,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,11/14/2023,"United States, Canada",ES_92896_60HEC-125-XA-****_11042022113825_2440425
2405502,"Rheem Sales Company, Inc.",Rheem,GHE75S*-100,GHE75S*-100,,,Gas Storage,"Gas,Propane",Power Direct Vent,75,55,10,22,2,,,100,0.96,900,,,,10/25/2021,04/23/2024,"United States, Canada",ES_1071043_GHE75S*-100_10252022213446_4117568
2405503,Ariston USA LLC,AMERICAN STANDARD WATER HEATERS,HE-100-250*,HE-100-250*,,,Gas Storage,"Gas,Propane",,100,76.9,9,28.5,3,2,,250,0.94,615,,,,12/31/2021,12/13/2022,"United States, Canada",ES_29975_HE-100-250*_12162021135918_5726202
2405504,Ariston USA LLC,AMERICAN STANDARD WATER HEATERS,HE-100-199*,HE-100-199*,,,Gas Storage,"Gas,Propane",,100,76.9,9,28.5,3,2,,199,0.96,568,,,,12/31/2021,12/13/2022,"United States, Canada",ES_29975_HE-100-199*_12162021135918_636183
2405505,Ariston USA LLC,AMERICAN STANDARD WATER HEATERS,HE-100-150*,HE-100-150*,,,Gas Storage,"Gas,Propane",,100,76.9,9,28.5,3,2,,150,0.97,671,,,,12/31/2021,12/13/2022,"United States, Canada",ES_29975_HE-100-150*_12162021135918_3686556
2405506,Ariston USA LLC,AMERICAN STANDARD WATER HEATERS,HE-70-125*,HE-70-125*,,,Gas Storage,"Gas,Propane",,70,69,9,26.5,3,2,,125,0.94,586,,,,12/31/2021,12/13/2022,"United States, Canada",ES_29975_HE-70-125*_12162021135917_1351168
2405511,Bradford White Corporation,JETGLAS,EF60T125E*N*2,EF60T125E*N*2,,,Gas Storage,Gas,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,12/13/2022,United States,ES_92896_EF60T125E*N*2_08032022140537_2137812
2405512,Bradford White Corporation,JETGLAS,EF60T125*X*2,EF60T125*X*2,,,Gas Storage,Propane,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,12/13/2022,United States,ES_92896_EF60T125*X*2_08032022132921_5072934
2405513,Bradford White Corporation,JETGLAS,EF120T500*N*3,EF120T500*X*3,,,Gas Storage-type Instantaneous,Propane,Power Vent,119,,,,4,6,469.906,499.9,0.94,1532,,,,02/11/2019,07/12/2023,United States,ES_92896_EF120T500*X*3_08032022132920_1688440
2405514,Bradford White Corporation,JETGLAS,EF120T500*N*3,EF120T500*N*3,,,Gas Storage-type Instantaneous,Gas,Power Vent,119,,,,4,6,469.906,499.9,0.94,1532,,,,02/11/2019,07/12/2023,United States,ES_92896_EF120T500*N*3_08032022132920_8008336
2405515,Bradford White Corporation,JETGLAS,EF120T400*N*3,EF120T400*X*3,,,Gas Storage,Propane,Power Vent,119,71,7.3,32,4,6,375.906,399.9,0.94,1427,,,,02/11/2019,07/12/2023,United States,ES_92896_EF120T400*X*3_08032022132920_2160758
2405516,Bradford White Corporation,JETGLAS,EF120T400*N*3,EF120T400*N*3,,,Gas Storage,Gas,Power Vent,119,71,7.3,32,4,6,375.906,399.9,0.94,1427,,,,02/11/2019,07/12/2023,United States,ES_92896_EF120T400*N*3_08032022132920_1188876
2405517,Bradford White Corporation,JETGLAS,EF100T250E*N**,EF100T250E*N**,,,Gas Storage,Gas,Power Direct Vent,100,77.1,5,28.3,4,3,240,250,0.96,1180,,,,11/20/2019,07/12/2023,United States,ES_92896_EF100T250E*N**_08032022132919_1297256
2405518,Bradford White Corporation,JETGLAS,EF100T250*X**,EF100T250*X**,,,Gas Storage,Propane,Power Direct Vent,100,77.1,5,28.3,4,3,240,250,0.96,1180,,,,11/20/2019,07/12/2023,United States,ES_92896_EF100T250*X**_08032022132918_3410422
2405519,Bradford White Corporation,JETGLAS,EF100T199E*N**,EF100T199E*N**,,,Gas Storage,Gas,Power Direct Vent,100,77.1,5,28.3,4,3,193.903,199.9,0.97,1130,,,,11/20/2019,07/12/2023,United States,ES_92896_EF100T199E*N**_08032022132918_7915784
2405520,Bradford White Corporation,JETGLAS,EF100T199*X**,EF100T199*X**,,,Gas Storage,Propane,Power Direct Vent,100,77.1,5,28.3,4,3,193.903,199.9,0.97,1130,,,,11/20/2019,07/12/2023,United States,ES_92896_EF100T199*X**_08032022132918_4919988
2405521,Bradford White Corporation,JETGLAS,EF100T150E*N**,EF100T150E*N**,,,Gas Storage,Gas,Power Direct Vent,100,77.1,5,28.3,4,3,145.5,150,0.97,1080,,,,11/20/2019,07/12/2023,United States,ES_92896_EF100T150E*N**_08032022132918_5666470
2405522,Bradford White Corporation,JETGLAS,EF100T150*X**,EF100T150*X**,,,Gas Storage,Propane,Power Direct Vent,100,77.1,5,28.3,4,3,145.5,150,0.97,1080,,,,11/20/2019,07/12/2023,United States,ES_92896_EF100T150*X**_08032022132918_4704044
2508175,Intellihot Inc,Intellihot,Electron iE1,iE1 Std,".,iE1 Max,; .,iE1 Mid,",,Electric Heat Pump,Electric,Direct Vent,6,,,,,,257.46952,,,,15.4,4.9,,06/08/2023,10/30/2023,"United States, Canada",ES_1084851_iE1 Std_06082023142928_7443238
2606739,LAARS Heating Systems Company,Laars,NeoTherm XTR,NT2V0399,,,Gas Tankless,Gas,Power Vent,4,,,,4,,391.02,399,0.98,,,,,07/01/2023,07/19/2023,"United States, Canada",ES_1108210_NT2V0399_04042023082133_404086
2606740,LAARS Heating Systems Company,Laars,NeoTherm XTR,NT2V0500,,,Gas Tankless,Gas,Power Vent,4,,,,4,,490,500,0.98,,,,,07/01/2023,07/19/2023,"United States, Canada",ES_1108210_NT2V0500_04042023082333_9874984
2606741,LAARS Heating Systems Company,Laars,NeoTherm XTR,NT2V0650,,,Gas Tankless,Gas,Power Vent,6,,,,6,,630.5,650,0.97,,,,,07/01/2023,07/19/2023,"United States, Canada",ES_1108210_NT2V0650_04042023082333_5642017
2606742,LAARS Heating Systems Company,Laars,NeoTherm XTR,NT2V0800,,,Gas Tankless,Gas,Power Vent,7,,,,6,,776,800,0.97,,,,,07/01/2023,07/19/2023,"United States, Canada",ES_1108210_NT2V0800_04042023082334_6458123
2606743,LAARS Heating Systems Company,Laars,NeoTherm XTR,NT2V0999,,,Gas Tankless,Gas,Power Vent,8,,,,6,,969.03,999,0.97,,,,,07/01/2023,07/19/2023,"United States, Canada",ES_1108210_NT2V0999_04042023082334_4824516
2606744,LAARS Heating Systems Company,Laars,NeoTherm XTR,NT2V1500,,,Gas Tankless,Gas,Power Vent,11,,,,8,,1485,1500,0.99,,,,,07/01/2023,07/19/2023,"United States, Canada",ES_1108210_NT2V1500_04042023082335_9421778
2619214,Bradford White Corporation,Bradford White,Brute XTR,BNT2V0399,,,Gas Tankless,Gas,Power Vent,4,,,,4,,391.02,399,0.98,,,,,08/28/2023,11/14/2023,"United States, Canada",ES_92896_BNT2V0399_06212023120942_3821961
2619215,Bradford White Corporation,Bradford White,Brute XTR,BNT2V0650,,,Gas Tankless,Gas,Power Vent,6,,,,6,,630.5,650,0.97,,,,,08/28/2023,02/20/2024,"United States, Canada",ES_92896_BNT2V0650_06212023120945_5737495
2619216,Bradford White Corporation,Bradford White,Brute XTR,BNT2V0500,,,Gas Tankless,Gas,Power Vent,4,,,,4,,490,500,0.98,,,,,08/28/2023,11/14/2023,"United States, Canada",ES_92896_BNT2V0500_06212023120945_3302995
2619217,Bradford White Corporation,Bradford White,Brute XTR,BNT2V0800,,,Gas Tankless,Gas,Power Vent,7,,,,6,,776,800,0.97,,,,,08/28/2023,02/20/2024,"United States, Canada",ES_92896_BNT2V0800_06212023120946_9980048
2619218,Bradford White Corporation,Bradford White,Brute XTR,BNT2V0999,,,Gas Tankless,Gas,Power Vent,8,,,,6,,969.03,999,0.97,,,,,08/28/2023,02/20/2024,"United States, Canada",ES_92896_BNT2V0999_06212023120946_8171511
2367778,A.O. Smith Corporation,Lochinvar,Polaris,SCL175-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SCL175-050 2**_10202020013930_2088571
2367779,A.O. Smith Corporation,Lochinvar,Polaris,SWL175-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SWL175-050 2**_10202020013930_3862313
2367780,A.O. Smith Corporation,Lochinvar,Polaris,SWN175-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,63.7,6.6,22,3,,168,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_SWN175-050 2**_10202020013929_3607033
2367781,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 175 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_GTP 175 2**_10202020013929_397331
2367782,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 175 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_BTS 175 2**_10202020013929_2549407
2367783,A.O. Smith Corporation,American,Polaris,PR 50 175 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PR 50 175 * 2**_10202020013929_8640062
2367784,A.O. Smith Corporation,American,Polaris,PGC3 50 175 3*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PGC3 50 175 3*V 2**_10202020013929_8356653
2367785,A.O. Smith Corporation,American,Polaris,PC 50 175 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PC 50 175 * 2**_10202020013929_1227957
2367786,A.O. Smith Corporation,State,Polaris,GHX 50 130 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_GHX 50 130 * 2**_10202020013929_3234414
2367787,A.O. Smith Corporation,State,Polaris,SPC 50 130 *E 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SPC 50 130 *E 2**_10202020013928_3531200
2367788,A.O. Smith Corporation,Lochinvar,Polaris,SCL130-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SCL130-050 2**_10202020013928_7364292
2367789,A.O. Smith Corporation,Lochinvar,Polaris,SCN130-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SCN130-050 2**_10202020013928_7135401
2367790,A.O. Smith Corporation,Lochinvar,Polaris,SWL130-050 2**,,,Gas Storage,Propane,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SWL130-050 2**_10202020013928_9960487
2367791,A.O. Smith Corporation,Lochinvar,Polaris,SWN130-050 2**,,,Gas Storage,Gas,Power Direct Vent,50,62.3,6.6,22,2,,123.5,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_SWN130-050 2**_10202020013928_1485727
2367792,A.O. Smith Corporation,A. O. Smith,Polaris,GTP 130 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_GTP 130 2**_10202020013928_5073794
2367793,A.O. Smith Corporation,A. O. Smith,Polaris,BTS 130 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_BTS 130 2**_10202020013928_7364183
2367794,A.O. Smith Corporation,American,Polaris,PR 50 130 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PR 50 130 * 2**_10202020013928_7166399
2367795,A.O. Smith Corporation,American,Polaris,PGC3 50 130 2*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PGC3 50 130 2*V 2**_10202020013927_4176241
2367796,A.O. Smith Corporation,American,Polaris,PC 50 130 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PC 50 130 * 2**_10202020013927_1683291
2367797,A.O. Smith Corporation,State,Polaris,GHX 34 130 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_GHX 34 130 * 2**_10202020013927_8186321
2367798,A.O. Smith Corporation,State,Polaris,SPC 34 130 *E 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_SPC 34 130 *E 2**_10202020013927_5286319
2367799,A.O. Smith Corporation,Lochinvar,Polaris,SCL130-035 2**,,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_SCL130-035 2**_10202020013927_4140714
2367800,A.O. Smith Corporation,Lochinvar,Polaris,SCN130-035 2**,,,Gas Storage,Gas,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_SCN130-035 2**_10202020013927_1356053
2367801,A.O. Smith Corporation,Lochinvar,Polaris,SWL130-035 2**,,,Gas Storage,Propane,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_SWL130-035 2**_10202020013926_9137688
2367802,A.O. Smith Corporation,Lochinvar,Polaris,SWN130-035 2**,,,Gas Storage,Gas,Power Direct Vent,34,48.5,6.6,22,2,,124.8,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_SWN130-035 2**_10202020013926_6218752
2367803,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 130 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_GSP 130 2**_10202020013926_244043
2367804,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 130 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_BSS 130 2**_10202020013926_5971600
2367805,A.O. Smith Corporation,American,Polaris,PR 34 130 * 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_PR 34 130 * 2**_10202020013925_2286040
2367806,A.O. Smith Corporation,American,Polaris,PGC3 34 130 2NV 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_PGC3 34 130 2NV 2**_10202020013925_1844275
2367807,A.O. Smith Corporation,American,Polaris,PC 34 130 N 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_PC 34 130 N 2**_10202020013925_2623114
2367808,A.O. Smith Corporation,American,Polaris,PG10 50 175 3*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,63.7,6.6,22,3,,,175,0.96,800,,,,02/15/2017,11/09/2021,United States,ES_92897_PG10 50 175 3*V 2**_10202020013924_1285704
2367809,A.O. Smith Corporation,American,Polaris,PG10 50 130 2*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,50,62.3,6.6,22,2,,,130,0.95,750,,,,02/15/2017,11/09/2021,United States,ES_92897_PG10 50 130 2*V 2**_10202020013924_9374080
2367810,A.O. Smith Corporation,American,Polaris,PG10 34 130 2*V 2**,,,Gas Storage,"Gas,Propane",Power Direct Vent,34,48.5,6.6,22,2,,,130,0.96,650,,,,02/15/2017,11/09/2021,United States,ES_92897_PG10 34 130 2*V 2**_10202020013924_654608
2369320,"Lochinvar, LLC",Lochinvar,Shield,SWR285N,,,Gas Storage,Gas,,110,77.5,79.4,34,4,,270.75,285,0.95,1268,,,,10/19/2020,11/09/2021,"United States, Canada",ES_1028919_SWR285N_09222020130423_2349964
2369321,"Lochinvar, LLC",Lochinvar,Shield,SWR285L,,,Gas Storage,Propane,,110,77.5,79.4,34,4,,270.75,285,0.95,1268,,,,10/19/2020,11/09/2021,"United States, Canada",ES_1028919_SWR285L_09222020130421_1317161
2369322,"Lochinvar, LLC",Lochinvar,Shield,SWA285L,,,Gas Storage,Propane,,110,77.5,79.4,34,4,,270.75,285,0.95,1268,,,,10/19/2020,11/09/2021,"United States, Canada",ES_1028919_SWA285L_09222020130420_2185857
2369323,"Lochinvar, LLC",Lochinvar,Shield,SWA285N,,,Gas Storage,Gas,,110,77.5,79.4,34,4,,270.75,285,0.95,1268,,,,10/19/2020,11/09/2021,"United States, Canada",ES_1028919_SWA285N_09222020130420_4706779
2369383,A.O. Smith Corporation,A. O. Smith,ATX-199-*-1**,ATX-199-*-1**,,,Gas Storage,"Gas,Propane",Power Direct Vent,119,69,61.3,24,4,3,,199,0.96,1100,,,,07/18/2017,11/09/2021,"United States, Canada",ES_92897_ATX-199-*-1**_11052020142716_8932749
2369384,"Lochinvar, LLC",A. O. Smith,BTX 80 120,BTX-80 1**,,,Gas Storage,Gas,Power Vent,50,50.7,71,18,2,3,71.44,76,0.94,320,,,,02/28/2017,11/09/2021,"United States, Canada",ES_1028919_BTX-80 1**_10292020143321_8803590
2369390,Intellihot Inc,Intellihot,I250,I250,,,Gas Tankless,"Gas,Propane",Direct Vent,0,,,,3,3,,250,0.96,,,,,01/01/2013,11/09/2021,"United States, Canada",ES_1084851_I250_07092020124018_9800302
2369597,Bradford White Corporation,Bradford White,EF60T125*X*2,EF60T125*X*2,,,Gas Storage,Propane,Power Direct Vent,60,48,5,26,3,4,120,125,0.96,824,,,,04/01/2013,11/09/2021,"United States, Canada",ES_92896__03312020163459_214190
2370805,"Lochinvar, LLC",State,BTX-80 1**,SHE-50-76 *E 1**,,,Gas Storage,Gas,Power Vent,50,50.7,71,18,2,3,71.44,76,0.94,320,,,,02/28/2017,11/09/2021,"United States, Canada",ES_1028919_SHE-50-76 *E 1**_11092020142317_4581845
2370807,A.O. Smith Corporation,American,ATX-199-*-1**,MTX-199-*-1**,,,Gas Storage,"Gas,Propane",Power Direct Vent,119,69,61.3,24,4,3,,199,0.96,1100,,,,07/18/2017,11/09/2021,United States,ES_92897_MTX-199-*-1**_11072020014133_7926939
2370808,A.O. Smith Corporation,State,ATX-199-*-1**,STX-199-*-1**,,,Gas Storage,"Gas,Propane",Power Direct Vent,119,69,61.3,24,4,3,,199,0.96,1100,,,,07/18/2017,11/09/2021,United States,ES_92897_STX-199-*-1**_11072020014105_7192225
2371945,A.O. Smith Corporation,State,SHE-75-100 *E 3**,SHE-75-100 *E 3**,,,Gas Storage,"Gas,Propane",Power Vent,75,51.9,7.9,22.5,2,3,,100,0.96,430,,,,12/15/2013,11/09/2021,United States,ES_92897_SHE-75-100 *E 3**_11062020145418_3683715
2371947,A.O. Smith Corporation,State,SHE-50-100 *E 3**,SHE-50-100 *E 3**,,,Gas Storage,"Gas,Propane",Power Vent,50,55.7,8,18,2,3,,100,0.96,430,,,,11/01/2007,11/09/2021,United States,ES_92897_SHE-50-100 *E 3**_11062020145417_1900907
2371949,A.O. Smith Corporation,A. O. Smith,BTXL 100 3**,BTXL-100 3**,,,Gas Storage,"Gas,Propane",Power Vent,75,51.9,7.9,22.5,2,3,,100,0.96,430,,,,12/15/2013,11/09/2021,"United States, Canada",ES_92897_BTXL-100 3**_11062020110718_8143003
2371950,A.O. Smith Corporation,A. O. Smith,BTX 100 3**,BTX-100 3**,,,Gas Storage,"Gas,Propane",Power Vent,50,55.7,8,18,2,3,,100,0.96,430,,,,11/01/2007,11/09/2021,"United States, Canada",ES_92897_BTX-100 3**_11062020110718_17686
2374682,"Lochinvar, LLC",Lochinvar,ARMOR,AWH0400N SERIES 1**,,,Gas Tankless,Gas,Direct Vent,4,,,,4,,395.01,399,0.99,,,,,01/01/2021,11/09/2021,"United States, Canada",ES_1028919_AWH0400N SERIES 1**_08262020165118_1371243
2374691,"Lochinvar, LLC",Lochinvar,ARMOR,AWH1000L SERIES 1**,,,Gas Tankless,Propane,Direct Vent,9,,,,6,,979.02,999,0.98,,,,,01/01/2021,11/09/2021,"United States, Canada",ES_1028919_AWH1000L SERIES 1**_08262020165519_7094873
2374692,"Lochinvar, LLC",Lochinvar,ARMOR,AWH0800L SERIES 1**,,,Gas Tankless,Propane,Direct Vent,7,,,,4,6,784,800,0.98,,,,,01/01/2021,11/09/2021,"United States, Canada",ES_1028919_AWH0800L SERIES 1**_08262020165519_1293489
2374693,"Lochinvar, LLC",Lochinvar,ARMOR,AWH0650L SERIES 1**,,,Gas Tankless,Propane,Direct Vent,6,,,,4,6,637,650,0.98,,,,,01/01/2021,11/09/2021,"United States, Canada",ES_1028919_AWH0650L SERIES 1**_08262020165518_6975412
2374694,"Lochinvar, LLC",Lochinvar,ARMOR,AWH0500L SERIES 1**,,,Gas Tankless,Propane,Direct Vent,5,,,,4,,495,500,0.99,,,,,01/01/2021,11/09/2021,"United States, Canada",ES_1028919_AWH0500L SERIES 1**_08262020165518_4434857
2374695,"Lochinvar, LLC",Lochinvar,ARMOR,AWH0400L SERIES 1**,,,Gas Tankless,Propane,Direct Vent,4,,,,4,,395.01,399,0.99,,,,,01/01/2021,11/09/2021,"United States, Canada",ES_1028919_AWH0400L SERIES 1**_08262020165518_3120826
2374696,"Lochinvar, LLC",Lochinvar,ARMOR,AWH1000N SERIES 1**,,,Gas Tankless,Gas,Direct Vent,9,,,,6,,979.02,999,0.98,,,,,01/01/2021,11/09/2021,"United States, Canada",ES_1028919_AWH1000N SERIES 1**_08262020165517_745409
