ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,UPC,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2024 Criteria
2422841,Summit,CTR21W,,Top Freezer,761101089072,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,No,03/07/2023,03/16/2023,"United States, Canada",ES_92282_CTR21W_03162023020619_9294806,Yes
2481286,Summit,FF108****,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,05/15/2023,05/15/2023,"United States, Canada",ES_0092282_FF108****_05152023120911_80168474,Yes
2481285,Summit,FF1087B,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,05/15/2023,05/15/2023,"United States, Canada",ES_0092282_FF1087B_05152023120911_80168474,Yes
2399221,Summit,FF1088*,,Top Freezer,761101087528,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,07/25/2022,07/25/2022,"United States, Canada",ES_0092282_FF1088*_07272022023730_80134362,Yes
2399222,Summit,FF1089**,,Top Freezer,761101087535,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,07/25/2022,07/25/2022,"United States, Canada",ES_0092282_FF1089**_07272022023730_80134362,Yes
2403047,Summit,FF1118WH,,Top Freezer,761101086316,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,"United States, Canada",ES_0092282_FF1118WH_10142022105157_80144506,Yes
2229668,Summit,FF1119B,,Top Freezer,761101043760;761101049489,Automatic,No,No,No,No,No,59,24,10.3,12.1,297,331,10,No,01/07/2015,12/04/2014,United States,ES_0092282_FF1119B_12042014111045_70017616,Yes
2403046,Summit,FF1119BL,,Top Freezer,761101086323,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,"United States, Canada",ES_0092282_FF1119BL_10142022105157_80144506,Yes
2669187,Summit,FF1142PL,,Top Freezer,761101103600,Automatic,No,No,No,No,No,66.8,23.4,11.6,13.5,308,343,10,No,09/28/2023,09/28/2023,"United States, Canada",ES_0092282_FF1142PL_09282023142811_80182693,Yes
2403048,Summit,FF1159SS3,,Top Freezer,761101086330,Automatic,No,No,No,No,No,58.8,23.8,10,12,263,331,21,No,10/30/2022,10/13/2022,"United States, Canada",ES_0092282_FF1159SS3_10142022105157_80144506,Yes
2254854,Summit,FF1511SS,,Top Freezer,761101049434,Automatic,No,No,No,No,Yes,68,28,13,15.4,320,358,11,No,10/12/2015,12/14/2015,"United States, Taiwan",ES_92282_FF1511SS_12022015101237_3404199,Yes
2256569,Summit,FF1512SSIM,,Top Freezer,761101049441,Automatic,No,No,No,Yes,Yes,68,28,12.6,14.8,400,437,10,No,10/12/2015,01/12/2016,"United States, Taiwan, Canada",ES_92282_FF1512SSIM_11302015134611_5244393,Yes
2399788,Summit,FF1515W,,Top Freezer,761101078809,Automatic,No,No,No,No,No,68,28,13.6,16.3,326,365,11,No,04/01/2022,08/08/2022,"United States, Canada",ES_1036108_FF1515W_080820220302363_4948256,Yes
2372977,RCA,RFR115-C-BLACK,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_RFR115-C-BLACK_01292021132410_5147439,Yes
2372978,RCA,RFR176-B-RED,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_RFR176-B-RED_01292021132410_4070395,Yes
2470958,Summit,FFBF283SS,,Bottom Freezer,761101089980,Automatic,No,No,No,No,No,67.7,27.6,14,17.1,327,468,30,No,04/06/2023,05/02/2023,"United States, Canada",ES_92282_FFBF283SS_050220230214975_8548714,Yes
2470957,Summit,FFBF284SSIM,,Bottom Freezer,761101089973,Automatic,No,No,No,Yes,No,67.7,27.6,13.8,16.7,420,549,28,No,04/06/2023,05/02/2023,"United States, Canada",ES_92282_FFBF284SSIM_050220230155670_3112424,Yes
2481288,Summit,LRF108****,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,05/15/2023,05/15/2023,"United States, Canada",ES_0092282_LRF108****_05152023120911_80168474,Yes
2481287,Summit,LRF1087B,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,05/15/2023,05/15/2023,"United States, Canada",ES_0092282_LRF1087B_05152023120911_80168474,Yes
2399224,Summit,LRF1088*,,Top Freezer,761101087559,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,07/25/2022,07/25/2022,"United States, Canada",ES_0092282_LRF1088*_07272022023730_80134362,Yes
2399223,Summit,LRF1089**,,Top Freezer,761101087542,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,07/25/2022,07/25/2022,"United States, Canada",ES_0092282_LRF1089**_07272022023730_80134362,Yes
2214627,Whirlpool,WRT134TFD*0*,,Top Freezer,883049303130;883049303147;883049322605;883049441481,Automatic,No,No,No,No,No,65.9,28,14.4,17.3,336,373,10,No,09/15/2014,07/04/2014,"United States, Canada",ES_0022856_WRT134TFD*0*_07032014112129_2742899,Yes
2272159,Whirlpool,WRT134TFD*0*,,Top Freezer,883049303130;883049303147;883049322605;883049441481,Automatic,No,No,No,Yes,No,65.9,28,14.4,17.3,420,457,10,No,09/15/2014,06/14/2016,"United States, Canada",ES_0022856_WRT134TFD*0*_07112016115240_70084302,Yes
2375886,Whirlpool,WRT138FFD*,,Top Freezer,,Automatic,No,No,No,No,No,65.8,29.5,18.3,22.1,370,412,10,No,04/01/2021,04/06/2021,"United States, Canada",ES_0022856_WRT138FFD*_04062021113346_80077601,Yes
2375887,Whirlpool,WRT138FFD*,,Top Freezer,,Automatic,No,No,No,Yes,No,65.8,29.5,18.3,22.1,454,496,10,No,04/01/2021,04/06/2021,"United States, Canada",ES_0022856_WRT138FFD*_04062021113347_80077601,Yes
2218137,Whirlpool,WRT138FZD*,,Top Freezer,883049339009;883049339085;883049339092;883049342382,Automatic,No,No,No,No,No,65.8,29.5,18.3,22.1,370,412,10,No,09/15/2014,04/06/2021,"United States, Canada",ES_0022856_WRT138FZD*_08292014120532_2758676,Yes
2272157,Whirlpool,WRT138FZD*,,Top Freezer,883049339009;883049339085;883049339092;883049342382,Automatic,No,No,No,Yes,No,65.8,29.5,18.3,22.1,454,496,10,No,09/15/2014,04/06/2021,"United States, Canada",ES_0022856_WRT138FZD*_07112016115240_70084302,Yes
2218138,Whirlpool,WRT148FZD*,,Top Freezer,883049326962;883049326979;883049355498,Automatic,No,No,No,No,No,66,30,18.3,22.1,370,412,10,No,09/15/2014,04/25/2018,"United States, Canada",ES_0022856_WRT148FZD*_08292014120532_2758676,Yes
2272128,Whirlpool,WRT148FZD*,,Top Freezer,883049326962;883049326979;883049355498,Automatic,No,No,No,Yes,No,65.4,29.8,18.3,22.1,455,496,10,No,09/03/2015,06/14/2016,"United States, Canada",ES_0022856_WRT148FZD*_07112016115240_70084302,Yes
2351147,Whirlpool,WRT312CZJ***,,Top Freezer,883049523293;883049523507;883049523514;883049523521,Automatic,No,No,No,No,Yes,62,24,11.6,13.8,310,345,10,No,01/15/2020,12/12/2019,"United States, Canada",ES_0022856_WRT312CZJ***_12122019014055_80028414,Yes
2351150,Whirlpool,WRT312CZJ***,,Top Freezer,883049523293;883049523507;883049523514;883049523521,Automatic,No,No,No,Yes,Yes,62,24,11.6,13.8,394,429,10,No,01/15/2020,12/12/2019,"United States, Canada",ES_0022856_WRT312CZJ***_12122019014056_80028414,Yes
2241465,Whirlpool,WRT348FME*0*,,Top Freezer,883049386140;883049386157;883049386164;883049441498;883049441504,Automatic,No,No,No,Yes,No,65.4,29.8,18.3,22.1,455,496,10,No,06/11/2015,06/08/2015,"United States, Canada",ES_0022856_WRT348FME*0*_06112015052759_70035466,Yes
2218136,Whirlpool,WRT541SZD*0*,,Top Freezer,883049339382;883049339399;883049339405;883049444178,Automatic,No,No,No,No,No,64.8,32.5,21.3,26,399,444,10,No,09/03/2014,08/28/2014,"United States, Canada",ES_0022856_WRT541SZD*0*_08292014120532_2758676,Yes
2272158,Whirlpool,WRT541SZD*0*,,Top Freezer,883049339382;883049339399;883049339405;883049444178,Automatic,No,No,No,Yes,No,64.8,32.5,21.3,26,483,528,10,No,05/17/2016,06/14/2016,"United States, Canada",ES_0022856_WRT541SZD*0*_07112016115240_70084302,Yes
2305079,Whirlpool,WRT541SZH*0*,,Top Freezer,883049451978,Automatic,No,No,No,No,No,64.8,32.5,21.3,26,399,444,10,No,12/01/2017,10/16/2017,"United States, Canada",ES_0022856_WRT541SZH*0*_10162017122646_70159008,Yes
2305080,Whirlpool,WRT541SZH*0*,,Top Freezer,883049451978,Automatic,No,No,No,Yes,No,64.8,32.5,21.3,26,483,528,10,No,12/01/2017,10/16/2017,"United States, Canada",ES_0022856_WRT541SZH*0*_10162017122647_70159008,Yes
2218984,Whirlpool,WRT549SZD*,,Top Freezer,883049339184;883049339191;883049339207,Automatic,No,No,No,No,No,65.4,29.8,19.3,23.1,378,420,10,No,09/15/2014,09/09/2014,"United States, Canada",ES_0022856_WRT549SZD*_09092014043753_2760577,Yes
2272129,Whirlpool,WRT549SZD*,,Top Freezer,883049339184;883049339191;883049339207,Automatic,No,No,No,Yes,No,65.4,29.8,19.3,23.1,462,504,10,No,05/13/2015,06/14/2016,"United States, Canada",ES_0022856_WRT549SZD*_07112016115240_70084302,Yes
2453101,Whirlpool,WRTX5328P***,,Top Freezer,883049673806;883049673813;883049673820,Automatic,No,No,No,No,No,66.6,28,16.3,19.4,351,390,10,No,06/26/2023,04/06/2023,"United States, Canada",ES_0022856_WRTX5328P***6_04102023111622_80165625,Yes
