ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,UPC,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2024 Criteria
2740362,Midea,MRT21D3B**,",,*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",Top Freezer,840296505212,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,No,11/14/2023,11/20/2023,"United States, Canada",ES_1030337_MRT21D3B**_11202023011289_3116743,Yes
2407801,Midea,WHD-663FWE***,",,Asterisk * can be replaced by A to Z or 1 to 9 denotes products with features, which do not have an effect on energy performance",Top Freezer,813084027739,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,01/30/2023,02/02/2023,"United States, Canada",ES_1030337_WHD-663FWE***_020220230939997_4320651,Yes
2362020,Midea,WHD-663FWEB1*,",,( “ * "", can be any of A-Z, a-z, 0-9, version code or blank.)",Top Freezer,,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,06/24/2020,06/24/2020,"United States, Canada",ES_1030337_WHD-663FWEB1*_06242020093639_1399689,Yes
2285522,Midea,WHD-663FWESS1,",WHD-663FWEB1,",Top Freezer,,Automatic,No,No,No,No,No,66.6,29.5,18,21,362,403,10,No,11/25/2016,12/06/2016,"United States, Canada",ES_1030337_WHD-663FWESS1_12062016071908_8748531,Yes
2362021,Midea,WHD-663FWESS1*,",,( “ * "", can be any of A-Z, a-z, 0-9, version code or blank.)",Top Freezer,,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,06/24/2020,06/24/2020,"United States, Canada",ES_1030337_WHD-663FWESS1*_06242020093653_1413342,Yes
2362022,Midea,WHD-663FWEW1*,",,( “ * "", can be any of A-Z, a-z, 0-9, version code or blank.)",Top Freezer,,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,06/24/2020,06/24/2020,"United States, Canada",ES_1030337_WHD-663FWEW1*_06242020093626_1386215,Yes
2302319,Midea,WHD-774FSSE1,,Top Freezer,817986021086,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,08/15/2017,10/08/2021,"United States, Canada",ES_1030337_WHD-774FSSE1_08212017124213_9333270,Yes
2299289,Midea,WHD-774FW1,,Top Freezer,,Automatic,No,No,No,No,No,66.2,32.9,21,25.6,396,440,10,No,07/01/2017,07/07/2017,"United States, Canada",ES_1030337_WHD-774FW1_07072017091013_8613355,Yes
2385106,Midea,WHD-774FWE1,,Top Freezer,817986021093,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,08/15/2017,10/08/2021,"United States, Canada",ES_1030337_WHD-774FWE1_100720212113280_8927915,Yes
2386958,Samsung,RF28A6224**,,Bottom Freezer,887276634418,Automatic,No,No,Yes,Yes,No,70,35.8,28,34.7,595,796,28,Yes,12/10/2021,11/01/2021,"United States, Canada",ES_1023593_RF28A6224**_11012021125512_5550001_,Yes
2380753,Twin Eagles,TEOR242-G,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,34,24,5,5,199,305,35,No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_TEOR242-G_061120211417455_6888292,Yes
2545637,Samsung,RF30BB6602**,,Bottom Freezer,887276794297,Automatic,No,No,No,Yes,No,70,35.8,30.1,36.9,545,728,28,Yes,08/31/2023,07/05/2023,"United States, Canada",ES_1023593_RF30BB6602**_07052023113458_80174598,Yes
2557725,upstreman,BD116,,Top Freezer,,Automatic,No,No,No,No,No,59.5,23.4,11.6,14,310,347,11,No,07/12/2023,07/12/2023,"United States, Canada",ES_1144488_BD116_07122023143913_ 80174948,Yes
2853544,upstreman,BD116-Black,,Top Freezer,,Automatic,No,No,No,No,No,59.5,23.4,11.6,14,310,347,11,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD116-Black_12142023122138_80192654,Yes
2853543,upstreman,BD116-White,,Top Freezer,,Automatic,No,No,No,No,No,59.5,23.4,11.6,14,310,347,11,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD116-White_12142023122138_80192654,Yes
2853545,upstreman,BD147,,Top Freezer,,Automatic,No,No,No,No,No,70.1,28,14.7,17.2,333,373,11,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD147_12142023122138_80192654,Yes
2853547,upstreman,BD147-Black,,Top Freezer,,Automatic,No,No,No,No,No,70.1,28,14.7,17.2,333,373,11,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD147-Black_12142023122138_80192654,Yes
2853546,upstreman,BD147-White,,Top Freezer,,Automatic,No,No,No,No,No,70.1,28,14.7,17.2,333,373,11,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD147-White_12142023122138_80192654,Yes
2853540,upstreman,BD176,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD176_12142023122138_80192654,Yes
2853542,upstreman,BD176-Black,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD176-Black_12142023122138_80192654,Yes
2853541,upstreman,BD176-White,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,12/14/2023,12/14/2023,"United States, Canada",ES_1144488_BD176-White_12142023122138_80192654,Yes
2687073,Samsung,RS27T5202**,,Side-by-Side,887276783840,Automatic,No,No,Yes,Yes,No,70.1,35.9,27.4,34.6,546,728,28,Yes,12/21/2023,10/27/2023,"United States, Canada",ES_1023593_RS27T5202**_10272023092326_80184169,Yes
2382595,Samsung,RT16A6105**,,Top Freezer,887276551395;887276574707,Automatic,No,No,No,No,No,66.9,27.6,15.6,18.6,345,384,10,No,08/26/2021,07/27/2021,Canada,ES_1023593_RT16A6105**_07272021071947_80086209,Yes
2382155,Samsung,RT16A6195**,,Top Freezer,887276551401,Automatic,No,No,No,No,No,66.9,27.6,15.6,18.6,345,384,10,No,08/12/2021,07/14/2021,"United States, Canada",ES_1023593_RT16A6195**_07162021111811_80086202,Yes
2382156,Samsung,RT16A6195**,,Top Freezer,887276551401,Automatic,No,No,No,Yes,No,66.9,27.6,15.6,18.6,429,468,10,No,08/12/2021,07/14/2021,"United States, Canada",ES_1023593_RT16A6195**_07162021111821_80086202,Yes
3423383,Samsung,RT18DG6300**,,Top Freezer,887276842172,Automatic,No,No,No,No,No,66.8,28.8,17.5,21,333,403,17,No,05/29/2024,03/26/2024,"United States, Canada",ES_0000000_RT18DG6300**_03272024113545_80203301,Yes
3423384,Samsung,RT18DG6500**,,Top Freezer,887276835921;887276842189;887276842196,Automatic,No,No,No,Yes,No,66.8,28.8,17.5,21,446,487,10,No,05/29/2024,03/26/2024,"United States, Canada",ES_0000000_RT18DG6500**_03272024113541_80203301,Yes
3423385,Samsung,RT18DG6500**,,Top Freezer,887276835921;887276842189;887276842196,Automatic,No,No,No,No,No,66.8,28.8,17.5,21,343,403,15,No,05/29/2024,03/26/2024,"United States, Canada",ES_0000000_RT18DG6500**_03272024113543_80203301,Yes
3423382,Samsung,RT18DG6700**,,Top Freezer,887276835945,Automatic,No,No,No,Yes,No,66.8,28.8,17.5,21,446,487,10,No,06/07/2024,03/26/2024,"United States, Canada",ES_0000000_RT18DG6700**_03272024113544_80203301,Yes
2289260,Samsung,RT18M61*4**,,Top Freezer,,Automatic,No,No,No,No,No,66.8,28.7,17.6,21.3,364,406,10,No,03/24/2017,01/24/2017,Canada,ES_1023593_RT18M61*4**_01242017110155_70118915,Yes
2289164,Samsung,RT18M62*3**,,Top Freezer,,Automatic,No,No,No,No,No,66.8,28.7,17.6,21.3,364,406,10,No,03/03/2017,01/20/2017,"United States, Canada",ES_1023593_RT18M62*3**_01232017013945_70118174,Yes
2289165,Samsung,RT18M62*3**,,Top Freezer,,Automatic,No,No,No,Yes,No,66.8,28.7,17.6,21.3,448,490,10,No,03/03/2017,01/20/2017,"United States, Canada",ES_1023593_RT18M62*3**_01232017013946_70118174,Yes
2288085,Samsung,RT18M62*5**,,Top Freezer,,Automatic,No,No,No,Yes,No,66.8,28.7,17.6,21.3,448,490,10,No,02/10/2017,01/06/2017,"United States, Canada",ES_1023593_RT18M62*5**_01092017123123_70115760,Yes
2289261,Samsung,RT21M62*3**,,Top Freezer,,Automatic,No,No,No,No,No,67.8,32.9,21.1,25.4,394,439,10,No,03/10/2017,01/24/2017,"United States, Canada",ES_1023593_RT21M62*3**_01242017110155_70118916,Yes
2289262,Samsung,RT21M62*3**,,Top Freezer,,Automatic,No,No,No,Yes,No,67.8,32.9,21.1,25.4,478,523,10,No,03/10/2017,01/24/2017,"United States, Canada",ES_1023593_RT21M62*3**_01242017110156_70118916,Yes
2289160,Samsung,RT21M62*5**,,Top Freezer,,Automatic,No,No,No,Yes,No,67.8,32.9,21.1,25.4,478,523,10,No,02/24/2017,01/18/2017,"United States, Canada",ES_1023593_RT21M62*5**_01232017013945_70117250,Yes
2339054,SANKEY,RF 1960 W,,Top Freezer,,Automatic,No,No,No,No,No,67,33,18,21.2,362,405,11,No,05/25/2019,05/31/2019,Canada,ES_1143423_RF 1960 W_05312019052928_0568598,Yes
2339055,SANKEY,RF 1961 BL,,Top Freezer,,Automatic,No,No,No,No,No,67,33,18,21.2,362,405,11,No,05/25/2019,05/31/2019,Canada,ES_1143423_RF 1961 BL_05312019053014_0614220,Yes
2339056,SANKEY,RF 1963 SS,,Top Freezer,,Automatic,No,No,No,No,No,67,33,18,21.2,362,405,11,No,05/25/2019,05/31/2019,Canada,ES_1143423_RF 1963 SS_05312019053111_0671802,Yes
2340058,SANKEY,RF 2360 W,,Top Freezer,,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,05/25/2019,05/30/2019,Canada,ES_1143423_RF 2360 W_05302019084105_5665230,Yes
2340059,SANKEY,RF 2361 BL,,Top Freezer,,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,05/25/2019,05/30/2019,Canada,ES_1143423_RF 2361 BL_05302019084115_5675805,Yes
2340060,SANKEY,RF 2363 SS,,Top Freezer,,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,05/25/2019,05/30/2019,Canada,ES_1143423_RF 2363 SS_05302019084125_5685451,Yes
2265688,VIKING,VDUO5240DSS,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,33.8,23.9,5,5,202,305,34,No,05/18/2016,04/26/2016,United States,ES_0031770_VDUO5240DSS05022016114135_70075951,Yes
2380752,VIKING,VDUO5241DSS,,Compact Refrigerator,768388082314,Automatic,Yes,No,No,No,Yes,34,24,5,5,199,305,35,No,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VDUO5241DSS_061120211417984_9074373,Yes
3543471,Seasons,MSTF10**ES4,,Top Freezer,,Automatic,No,No,No,No,No,60,22,10.1,12.1,298,331,10,No,06/12/2024,06/12/2024,"United States, Canada",ES_1048137_MSTF10**ES4_06122024103910_80212503,Yes
2631812,Seasons,MSTF14***,",,* Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",Top Freezer,194671045849,Automatic,No,No,No,No,No,60.6,27.6,14.3,17.1,333,372,10,No,08/03/2023,08/04/2023,"United States, Canada",ES_1048137_MSTF14***_080420230622786_4322731,Yes
2404140,Seasons,MSTF18BKR,,Top Freezer,194671044019,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,No,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18BKR_110420220146176_4980847,Yes
2404139,Seasons,MSTF18SSR,,Top Freezer,194671043999,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,No,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18SSR_110420220146184_1232343,Yes
2404141,Seasons,MSTF18WHR,,Top Freezer,194671044002,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,No,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18WHR_110420220147475_5825400,Yes
2393852,Seasons,STMR183**#*,",,1st ""*"" Handle Type : A-Z , 2nd ""*"" the Energy : A-Z - First ""#"" means that revision number : 0-9 or none - Third ""*"" means that color : A-Z",Top Freezer,,Automatic,No,No,No,No,No,66.3,29.9,18.3,22.2,370,413,10,No,02/25/2022,03/17/2022,United States,ES_1048137_STMR183**#*_031720222342409_4259205,Yes
3436168,Vissani,HVDR1000WF,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,04/07/2024,04/07/2024,"United States, Canada",ES_0031912_HVDR1000WF_04102024141537_80202773,Yes
2379013,Simplicity,SYFF116B1WR,,Top Freezer,67638028257,Automatic,No,No,No,No,No,59.6,23.7,11.6,14,310,347,11,No,04/20/2021,04/09/2021,"United States, Canada",ES_0031682__SYFF116B1WR_06072021021346_80078413,Yes
2367468,Smad,DDT-423WMU€,,Top Freezer,,Automatic,No,No,No,No,No,59.8,25,11.5,13.9,311,346,10,No,10/15/2020,10/09/2020,"United States, Canada",ES_1030337_DDT-423WMU€_10152020023002_80057195,Yes
2404244,Smad,DDT-510W*A1U,,Top Freezer,,Automatic,No,No,No,No,No,66.4,29.5,18.2,21.4,365,406,10,No,11/03/2022,11/08/2022,"United States, Canada",ES_1144306_DDT-510W*A1U_110820220138137_8557155,Yes
3354361,Smad,DDT-517WMU,,Top Freezer,850022832888,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,No,12/20/2023,12/27/2023,"United States, Canada",ES_1144306_DDT-517WMU_122720230052524_7241276,Yes
2667948,Smad,DDT-517WSMU,,Top Freezer,850022832918,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,No,09/13/2023,09/18/2023,"United States, Canada",ES_1144306_DDT-517WSMU_091820230204499_9278883,Yes
2473549,Smad,DDT-663W***,",,*: Suffix could be from 0 to 9 or from A to Z or blank, can be number to represent different unit color",Top Freezer,850022832536,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,No,04/27/2023,05/09/2023,"United States, Canada",ES_1144306_DDT-663W***_050920230621113_5182387,Yes
2668229,Smad,DDT-744WMU,,Top Freezer,850022832956,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,No,09/21/2023,09/26/2023,"United States, Canada",ES_1144306_DDT-744WMU_092620230221958_1484264,Yes
2369034,Smad,DDT-774WMU,,Top Freezer,,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,No,10/30/2020,11/04/2020,"United States, Canada",ES_1144306_DDT-774WMU_11042020034007_1207989,Yes
2732034,Vissani,MDTF10**ES4,,Top Freezer,,Automatic,No,No,No,No,No,60,22,10.1,12.1,298,331,10,No,11/01/2023,09/28/2023,"United States, Canada",ES_0031912_MDTF10**ES4_11012023141311_80179219,Yes
3423376,Vissani,MDTF12**,,Top Freezer,,Automatic,No,No,No,No,No,59.8,25,11.5,13.9,311,346,10,No,03/26/2024,03/13/2024,"United States, Canada",ES_0031912_MDTF12**_03262024170517_80202044,Yes
2362756,Vissani,MDTF18SS,,Top Freezer,840092500206,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,07/10/2020,07/14/2020,"United States, Canada",ES_31912_MDTF18SS_07152020020925_8965579,Yes
3423274,Vissani,MDTF18SSR,",,Ice maker ready product",Top Freezer,6940461931519,Automatic,No,No,No,Yes,No,67,33,18,21,446,487,10,No,03/01/2024,03/22/2024,"United States, Canada",ES_31912_MDTF18SSR_032220240334297_7255174,Yes
2376290,Vissani,MDTF18SSR*,",,* can be any of A-Z,a-z,0-9,version code or blank.",Top Freezer,,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,04/01/2021,04/08/2021,United States,ES_31912_MDTF18SSR*_040220210421571_8861892,Yes
2376286,Vissani,MDTF18SSRPRO*,",,* can be any of A-Z,a-z,0-9,version code or blank.",Top Freezer,,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,04/01/2021,04/08/2021,United States,ES_31912_MDTF18SSRPRO*_042120210443795_3726259,Yes
2376289,Vissani,MDTF18WHSRPRO*,",,* can be any of A-Z,a-z,0-9,version code or blank.",Top Freezer,,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,04/01/2021,04/08/2021,United States,ES_31912_MDTF18WHSRPRO*_042120210526442_4439938,Yes
2352603,Smad,HD663FWE,,Top Freezer,,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,01/01/2020,01/07/2020,"United States, Canada",ES_1144306_HD663FWE_01072020064756_9676392,Yes
2393348,SMEG Spa,FAB50UXXX,,Top Freezer,,Automatic,No,No,No,Yes,No,75.6,31.3,18.5,21.8,453,494,10,No,03/31/2022,02/11/2022,"United States, Canada",ES_92281_FAB50UXXX_021120221114828_7084323,Yes
2397412,OMNImax,3760-913,,Top Freezer,,Automatic,No,No,No,No,No,59.8,25,11.5,13.9,311,346,10,No,06/06/2022,06/06/2022,Canada,ES_1136068_3760-913_06132022123500_80128901,Yes
2376295,Sub-Zero,DEU1550B*/*,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,34,15,3.1,3.1,183,288,36,No,01/02/2022,04/22/2021,"United States, Canada",ES_0031863_DEU1550B*/*_04222021074331_80078990,Yes
2370119,Sub-Zero,DEU2450R/*,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,34,24,5.4,5.4,168,309,46,No,05/01/2021,11/23/2020,"United States, Canada",ES_0031863_DEU2450R/*_11232020113945_80063754,Yes
2470808,VITARA,VTFR1202EWE,",VTFR1202EBE,; ,VTFR1202ESE,",Top Freezer,616833174964;616833174971;616833174988,Automatic,No,No,No,No,No,59.8,23.6,12.1,14.7,316,352,10,No,04/23/2023,04/25/2023,United States,ES_1145610_VTFR1202EWE_04232023144641_4011346,Yes
2395813,VITARA,VTFR1800***,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,04/22/2022,04/22/2022,"United States, Canada",ES_1145610_VTFR1800***_05122022033138_5550001_,Yes
2395814,VITARA,VTFR1800E**,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,04/22/2022,04/22/2022,"United States, Canada",ES_1145610_VTFR1800E**_05122022033138_5550001_,Yes
2470743,VITARA,VTFR1800EBE,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,04/23/2023,04/23/2023,"United States, Canada",ES_1145034_VTFR1800EBE4_04242023131749_80128103,Yes
2409520,VITARA,VTFR1802EI*E,",,* means color, B for black, S for stainless finish, W for white",Top Freezer,,Automatic,No,No,No,Yes,No,66.4,29.5,18.1,21.3,448,490,10,No,02/20/2023,03/01/2023,United States,ES_1145610_VTFR1802EI*E_030120230145745_1459541,Yes
2470809,VITARA,VTFR1803EWE,",VTFR1803EBE,; ,VTFR1803ESE,",Top Freezer,616833175183;616833175220;616833175244,Automatic,No,No,No,No,No,66.1,29.7,18.1,21.8,367,410,10,No,04/23/2023,04/25/2023,United States,ES_1145610_VTFR1803EWE_04232023153704_8835412,Yes
2409521,VITARA,VTFR2101EI*E,",,* means color, B for black, S for stainless finish, W for white",Top Freezer,,Automatic,No,No,No,Yes,No,66.4,32.7,20.4,24.1,469,512,10,No,02/20/2023,03/01/2023,United States,ES_1145610_VTFR2101EI*E_030120230146166_3598643,Yes
2470810,VITARA,VTFR2102EWE,",VTFR2102EBE,; ,VTFR2102ESE,",Top Freezer,616833175183;616833175220;616833175244,Automatic,No,No,No,No,No,68.8,29.7,20.2,24.1,382,428,11,No,04/23/2023,04/25/2023,United States,ES_1145610_VTFR2102EWE_04232023155547_5816461,Yes
3531137,VITARA,VTFR2400EBE,,Top Freezer,,Automatic,No,No,No,No,No,66.6,32.7,24,29.2,422,469,10,No,05/19/2024,05/30/2024,"United States, Canada",ES_1145610_VTFR2400EBE_053020240627703_2288330,Yes
3478057,POLAR ELITE,POLRTF18**,",,Ice maker ready product, Asterisk * can be replaced by A to Z or 1 to 9 denotes products with features",Top Freezer,768420502121,Automatic,No,No,No,Yes,No,67,33,18,21,446,487,10,No,04/20/2024,05/15/2024,"United States, Canada",ES_1150677_POLRTF18**_051520240706246_1746084,Yes
3531138,POLAR ELITE,POLRTF18WH,",,without ice maker type",Top Freezer,768420502121,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,04/20/2024,05/30/2024,"United States, Canada",ES_1150677_POLRTF18WH_053020240714790_8368943,Yes
2398117,Premium Levella,PRN18*****,",,irst three*** means color code, the fourth* means supplier code, the fifth* means color: W for white, B for black, S for silver",Top Freezer,715688087358,Automatic,No,No,No,No,No,66.4,29.5,18.2,21.4,365,406,10,No,05/20/2022,07/01/2022,United States,ES_1117600_PRN18*****_070120220526778_6629681,Yes
2398118,Premium Levella,PRN20*****,",,irst three*** means color code, the fourth* means supplier code, the fifth* means color: W for white, B for black, S for silver",Top Freezer,715688087396,Automatic,No,No,No,No,No,66.4,32.7,20.5,24.2,385,429,10,No,05/20/2022,07/01/2022,United States,ES_1117600_PRN20*****_070120220526778_2188134,Yes
2376297,Sub-Zero,DEU2450R/ADA/*,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,32,24,5,5,159,305,48,No,01/02/2022,04/22/2021,"United States, Canada",ES_0031863_DEU2450R/ADA/*_04222021074331_80078990,Yes
2370120,Sub-Zero,DEU2450RO/*,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,34,24,5.4,5.4,168,309,46,No,05/01/2021,11/23/2020,"United States, Canada",ES_0031863_DEU2450RO/*_11232020113945_80063754,Yes
2358769,Summit,CTR18PL,,Top Freezer,761101067162,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,04/28/2020,04/29/2020,"United States, Canada",ES_92282_CTR18PL_04292020072809_5289743,Yes
3531135,VITARA,VTFR2400ESE,,Top Freezer,,Automatic,No,No,No,No,No,66.6,32.7,24,29.2,422,469,10,No,05/19/2024,05/30/2024,"United States, Canada",ES_1145610_VTFR2400ESE_053020240627674_5573651,Yes
3531134,VITARA,VTFR2400ESS,,Top Freezer,,Automatic,No,No,No,No,No,66.6,32.7,24,29.2,422,469,10,No,05/19/2024,05/30/2024,"United States, Canada",ES_1145610_VTFR2400ESS_053020240627827_9568364,Yes
3531136,VITARA,VTFR2400EWE,,Top Freezer,,Automatic,No,No,No,No,No,66.6,32.7,24,29.2,422,469,10,No,05/19/2024,05/30/2024,"United States, Canada",ES_1145610_VTFR2400EWE_053020240626782_7173450,Yes
2470733,VITARA;FORTE,VTFR1500EBE,",F15TFRAESBB,; ,F15TFRAESSS,; ,F15TFRAESWW,; ,VTFR1500ESE,; ,VTFR1500EWE,",Top Freezer,616833174926;616833175008;616833175015;810119152183;810119152190;810119152206,Automatic,No,No,No,No,No,66,27.9,14.6,17,333,371,10,No,04/20/2023,04/21/2023,United States,ES_1145610_VTFR1500EBE_04212023103124_4363824,Yes
2470807,VITARA;FORTÉ,VTFR1002EWE,",F10TFRAESBB,; ,F10TFRAESSS,; ,F10TFRAESWW,; ,VTFR1002EBE,; ,VTFR1002ESE,",Top Freezer,616833174933;616833174940;616833174957;810119152596;810119152602;810119152619,Automatic,No,No,No,No,No,59.8,23.6,10,12.1,297,331,10,No,04/23/2023,04/25/2023,United States,ES_1145610_VTFR1002EWE_04232023134935_4275476,Yes
3531030,West Bend,WBRA75****,,Compact Refrigerator,,Automatic,Yes,No,No,No,Yes,56.3,21.9,7.5,7.5,250,380,34,Yes,05/14/2024,05/22/2024,"United States, Canada",ES_1131312_WBRA75_05232024120210_1248258,Yes
2398119,Premium Levella,PRNIM18*****,",,First three*** means color code, the fourth* means supplier code, the fifth* means color: W for white, B for black, S for silver",Top Freezer,715688087365,Automatic,No,No,No,Yes,No,66.4,29.5,18.1,21.3,448,490,10,No,05/20/2022,07/01/2022,United States,ES_1117600_PRNIM18*****_070120220543669_1515547,Yes
2398120,Premium Levella,PRNIM20*****,",,First three*** means color code, the fourth* means supplier code, the fifth* means color: W for white, B for black, S for silver",Top Freezer,715688087402,Automatic,No,No,No,Yes,No,66.4,32.7,20.4,24.1,469,512,10,No,05/20/2022,07/01/2022,United States,ES_1117600_PRNIM20*****_070120220543645_6942610,Yes
2740415,Professional Series,PS-RF262-I6A,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,11/15/2023,11/15/2023,"United States, Canada",ES_1092528_PS-RF262-I6A__11212023104622_80189041,Yes
2448368,QG QUALITY GLOBAL,QGT18C-B,,Top Freezer,745373305337,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/09/2023,03/28/2023,"United States, Canada",ES_1148652_QGT18C-B_032820230211496_8168355,Yes
2448367,QG QUALITY GLOBAL,QGT18C-S,,Top Freezer,745373305344,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/09/2023,03/28/2023,"United States, Canada",ES_1148652_QGT18C-S_032820230211890_4561978,Yes
2448369,QG QUALITY GLOBAL,QGT18C-W,,Top Freezer,745373305320,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/09/2023,03/28/2023,"United States, Canada",ES_1148652_QGT18C-W_03282023021228_5353110,Yes
2384685,RCA,EFR180,"Refrigerator,EFR100-B-BLACK,; Refrigerator,EFR100-B-BLACK-COM,; Refrigerator,EFR107-B-BLACK,; Refrigerator,EFR107-B-BLACK-COM,; Refrigerator,EFR115-B-BLUE-COM,; Refrigerator,EFR115-B-PURPLE,; Refrigerator,EFR115-B-PURPLE-COM,; Refrigerator,EFR115-B-RED,; Refrigerator,EFR115-B-RED-COM,; Refrigerator,EFR115-B-WHITE,; Refrigerator,EFR115-B-WHITE-COM,; Refrigerator,EFR176-B-BLACK-COM,; Refrigerator,EFR176-B-BLUE-COM,; Refrigerator,EFR176-B-CORAL-COM,; Refrigerator,EFR176-B-MOONBM-COM,; Refrigerator,EFR176-B-RED-COM,; Refrigerator,EFR177-B-BLACK,; Refrigerator,EFR177-B-BLACK-COM,; Refrigerator,EFR177-B-WHITE,; Refrigerator,EFR177-B-WHITE-COM,; Refrigerator,EFR180-B,; Refrigerator,EFR180-B-COM,; Refrigerator,EFR182,; Refrigerator,RFR176,; Refrigerator,RFR176-B-BLACK,; Refrigerator,RFR176-B-BLACK-COM,; Refrigerator,RFR176-B-BLUE,; Refrigerator,RFR176-B-BLUE-COM,; Refrigerator,RFR176-B-CORAL-COM,; Refrigerator,RFR176-B-MOONBM-COM,; Refrigerator,RFR176-B-ORANGE,; Refrigerator,RFR176-B-ORANGE-COM,; Refrigerator,RFR176-B-PURPLE,; Refrigerator,RFR176-B-PURPLE-COM,; Refrigerator,RFR176-B-RED,; Refrigerator,RFR176-B-RED-COM,; Refrigerator,RFR176-B-WHITE,",Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,06/10/2020,06/16/2020,United States,ES_1120898_EFR180_06242020113352_5180192,Yes
2358770,Summit,CTR18W,,Top Freezer,761101067155,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,No,04/28/2020,04/29/2020,"United States, Canada",ES_92282_CTR18W_04292020072739_5259828,Yes
2422840,Summit,CTR21PL,,Top Freezer,761101089089,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,No,03/07/2023,03/16/2023,"United States, Canada",ES_92282_CTR21PL_031620230206401_3306543,Yes
